region,state,district,year,rainfall_mm,groundwater_level_m,water_extraction_mcm,water_recharge_mcm,population,water_demand_mld,water_supply_mld,scarcity_index
South,Tamil Nadu,District_48,2007,1161.11,9.79,149.88,107.88,2911695,307.53,278.57,0.0939
North,Himachal Pradesh,District_65,2006,612.39,9.68,64.13,31.56,3333376,146.72,131,0.1064
East,West Bengal,District_47,2021,997.89,19.66,180.54,143.98,1172326,84.56,57.79,0.3128
North,Uttarakhand,District_14,2017,937.99,45.31,63.45,53.57,1722621,234.47,259.84,-0.1078
East,Assam,District_141,2002,695.27,12.02,200.89,224.01,2415526,367.27,381.48,-0.0386
South,Andhra Pradesh,District_18,2008,1106.3,30.47,167.97,175.57,1145127,178.16,205.85,-0.1546
East,West Bengal,District_51,2023,360.65,36.74,322.59,288.94,3248625,522.49,478.23,0.0846
North,Uttarakhand,District_125,2010,974.25,15.6,245.63,227.02,601347,62.12,87.4,-0.4006
South,Telangana,District_33,2021,718.28,31.88,114.71,99.19,1099148,108.68,102.08,0.0602
South,Karnataka,District_26,2009,1322.65,38.26,321.48,278.24,1187058,102.19,123.2,-0.2036
North,Himachal Pradesh,District_18,2006,461.81,45.75,349.41,364.96,1507305,239.67,266.37,-0.111
East,Odisha,District_125,2014,760.15,22.75,253.7,249.35,3297178,170.84,170.73,0.0006
East,Odisha,District_79,2022,1087.34,38.71,325.4,322.32,3168661,295.98,262.83,0.1116
North,Uttarakhand,District_40,2018,460.67,33.56,302.05,287.38,1949062,239.84,235.13,0.0195
North,Uttarakhand,District_94,2010,668.77,28.1,254.58,283.03,270549,53.4,70.57,-0.3157
East,Jharkhand,District_44,2000,537.88,39.12,197.57,199.48,3227989,330.45,315.77,0.0443
East,Odisha,District_64,2007,814.19,48.61,345.09,328.72,489406,48.52,7.08,0.8368
East,Jharkhand,District_71,2011,880.88,45,139.64,147.8,52355,5.28,16.46,-1.7805
Central,Madhya Pradesh,District_85,2015,826.24,30.5,120.33,124.43,3399932,706.79,716.95,-0.0144
East,Assam,District_115,2011,626.55,8.66,147.01,154.48,3124070,262.52,235.1,0.104
South,Andhra Pradesh,District_125,2017,944.88,5.32,102.74,77.2,112375,4.66,-31.32,6.3549
East,West Bengal,District_45,2020,693.43,35.94,230.42,234.99,530303,42.59,8.6,0.7797
North,Himachal Pradesh,District_21,2008,353.88,14.19,148.91,112.17,866590,138.29,152.24,-0.1001
Central,Madhya Pradesh,District_138,2006,521.64,28.33,93.66,121.81,1519915,141.67,100.79,0.2865
West,Gujarat,District_20,2023,815.96,49.41,197.3,163.1,1551519,204.18,199.31,0.0237
East,Bihar,District_5,2016,1038.33,23.84,163.29,117.52,1603033,312.44,341.45,-0.0925
North,Uttar Pradesh,District_149,2018,1278.82,34.85,65.54,38.99,900686,60.08,32.62,0.4496
South,Kerala,District_55,2001,1145.59,46.34,158.55,148.32,991729,95.48,112.11,-0.1724
Central,Chhattisgarh,District_67,2017,590.4,43.24,177.02,175.14,1104867,120.38,85.01,0.2914
Central,Chhattisgarh,District_121,2020,1028.92,47.42,102.02,117.84,1601485,272.9,289,-0.0588
Central,Madhya Pradesh,District_94,2012,860.93,48.29,177.18,154.89,1378963,88.27,109.98,-0.2432
South,Karnataka,District_75,2004,938.25,30.31,283.06,278.76,2777734,207.29,180.86,0.1269
East,Assam,District_129,2016,964.28,46.98,85.36,70.73,1678216,345.56,305.59,0.1153
East,Bihar,District_102,2011,1106.2,22.79,326.08,320.07,715461,142.33,119.23,0.1612
North,Haryana,District_3,2021,721.51,43.69,171.2,176.13,3040289,452.74,431.09,0.0477
South,Karnataka,District_43,2016,856.7,4.13,297.08,247.89,2716822,282.89,266.85,0.0565
Central,Madhya Pradesh,District_115,2005,392.28,16.96,347.27,341.66,1474222,126.34,99.07,0.2142
South,Tamil Nadu,District_145,2018,587.86,28.18,102.71,96.5,1466537,279.03,305.03,-0.0928
Central,Madhya Pradesh,District_124,2011,1231.16,42.68,242.56,233.46,1369056,179.45,179.55,-0.0006
West,Maharashtra,District_57,2015,840.1,5.49,88.64,85.37,2995631,488.15,474.61,0.0277
South,Karnataka,District_17,2008,626.46,30.54,144.35,153.03,1519777,131.04,127.58,0.0263
South,Telangana,District_60,2001,759.75,30.54,230.92,206.18,3397172,426.52,442.06,-0.0363
West,Rajasthan,District_133,2011,964.99,32.11,344.03,336.88,510832,78.81,42.29,0.4576
South,Kerala,District_121,2014,386.4,45.23,88.67,109.3,2242588,180.08,176.79,0.0182
West,Maharashtra,District_11,2020,674.1,25.24,301.18,259.49,2409712,425.2,425.71,-0.0012
East,Odisha,District_27,2022,747.14,15.32,211.49,207.03,2827813,164.37,162.59,0.0107
North,Haryana,District_71,2023,1114.39,16.74,322.48,282.93,1707531,239.41,245.47,-0.0252
West,Gujarat,District_149,2017,475.43,46.71,258.17,267.17,2162849,169.19,134.87,0.2016
North,Uttarakhand,District_45,2012,693.09,4.81,122.49,72.6,1986022,272.59,285.86,-0.0485
South,Kerala,District_94,2018,944.43,39.61,226.78,247.56,1952627,170.56,195.24,-0.1438
East,Bihar,District_133,2008,891.55,28.03,317.86,293.82,2836594,318.16,291.08,0.0849
South,Kerala,District_58,2016,1098.88,16.1,180.55,147.6,556833,57.12,14.73,0.7293
South,Kerala,District_91,2011,892.11,25.51,92.37,85.69,3039404,290.27,253.94,0.1248
North,Punjab,District_124,2019,576.16,28.09,303.76,263.09,1035576,132.47,124.76,0.0578
North,Uttar Pradesh,District_129,2004,1258.75,31.82,61.03,16.54,543118,59.03,33.53,0.4248
East,Assam,District_43,2007,503.22,8.77,265.7,227.34,1336187,223.9,215.86,0.0358
East,Bihar,District_132,2020,1307.47,40.59,266.64,267.2,3177557,190.35,157.47,0.1718
West,Gujarat,District_55,2004,1417.47,48.63,84.27,42.17,556729,57.35,70.53,-0.2257
South,Tamil Nadu,District_41,2011,1051.2,18.94,247.15,233.4,1841839,308.45,275.99,0.1049
North,Himachal Pradesh,District_31,2021,952.24,25.1,190.68,186.77,1829735,87.35,108.22,-0.2362
South,Karnataka,District_107,2010,836.23,43.53,224.23,197.27,767648,142.94,122,0.1454
East,West Bengal,District_124,2021,1241.75,43.32,298.28,318.49,2449196,280.51,291.48,-0.039
North,Punjab,District_123,2006,1463.8,43.75,185.29,150.62,3057140,311.42,296.88,0.0465
North,Uttarakhand,District_42,2020,929,40.8,210.95,183.02,520042,47.64,19.02,0.5883
East,Jharkhand,District_6,2007,876.69,9.28,247.68,204.28,656075,62.33,55.16,0.1131
West,Maharashtra,District_33,2018,777.71,19.06,274.56,263.76,399382,45.75,72.41,-0.5702
North,Uttarakhand,District_42,2004,900.42,39.65,256.83,249,1499140,146.55,140.59,0.0404
North,Haryana,District_11,2018,1064.04,14.76,103.82,77.76,3454540,377.61,344.87,0.0865
Central,Madhya Pradesh,District_15,2005,1097.5,47.6,293.63,293.43,2594098,400.68,360.35,0.1004
West,Gujarat,District_47,2016,955.19,41.89,291.7,292.72,2872045,521.11,527,-0.0113
South,Kerala,District_145,2020,952.54,3.8,326.16,344.99,107199,20.09,44.84,-1.1732
North,Uttar Pradesh,District_73,2002,1028.49,29.5,192.93,200.77,887288,90.26,88.88,0.0151
West,Rajasthan,District_115,2019,1267.34,46.59,324.12,296.86,1355416,59.7,25.47,0.5639
North,Punjab,District_124,2005,1191.01,42.13,95.59,59.79,3176895,375.82,351.27,0.0651
South,Karnataka,District_106,2019,1111.02,14.94,89.05,90.85,2716731,440.4,448.93,-0.0193
Central,Madhya Pradesh,District_150,2005,712.84,26.05,335.83,304.86,2635916,394.24,352.97,0.1044
North,Himachal Pradesh,District_131,2008,509.3,49.94,167.84,173.94,1778998,390.93,373.71,0.0439
South,Tamil Nadu,District_88,2014,1074.34,19.06,226.54,189.89,2651594,142.83,170.69,-0.1937
North,Himachal Pradesh,District_18,2007,1082.62,44.44,276.96,227.58,1340039,62.5,76.02,-0.2128
South,Kerala,District_99,2004,1162.91,27.64,123.3,140.16,2033265,153.93,127.78,0.1687
East,West Bengal,District_5,2006,471.66,15.55,295.74,316.27,926531,158.69,164.02,-0.0334
North,Haryana,District_130,2021,537.73,29.4,283.92,239.68,1668384,80.23,97.62,-0.2141
East,Jharkhand,District_39,2019,1152.28,7.64,112.11,64.5,418243,51.97,8.14,0.8275
East,West Bengal,District_46,2015,1447.06,17.97,170.81,153.26,1947087,209.4,194.47,0.0709
North,Himachal Pradesh,District_10,2017,1093.39,43.1,94.06,68.9,2766087,301.81,311.65,-0.0325
North,Haryana,District_31,2002,649.96,26.89,282.74,299.6,1431697,280.1,273.09,0.0249
North,Punjab,District_34,2019,1004.07,29.46,225.14,222.3,646796,121.59,109.45,0.099
Central,Chhattisgarh,District_1,2021,729.04,25.84,178.13,152.22,584364,108.07,117.49,-0.0863
East,Jharkhand,District_134,2013,791.18,44.19,301.68,257.35,2819670,276.38,273.53,0.0103
South,Telangana,District_12,2022,781.11,2.27,72.41,82.88,158775,26.79,54.04,-0.9805
North,Haryana,District_110,2007,1011.34,22.61,278.8,262.15,1408352,185.09,154.32,0.1653
North,Punjab,District_98,2011,1443.54,7.37,223.93,234.04,342526,41.29,21.63,0.4649
North,Uttarakhand,District_148,2003,925.87,35.92,318.98,272.51,2802690,116.32,138.04,-0.1852
East,Jharkhand,District_35,2008,687.26,49.37,148.74,168.55,2766663,190.39,191.59,-0.0062
North,Punjab,District_60,2002,701.2,12.52,148.52,100.5,1320599,225.9,205.91,0.0881
South,Andhra Pradesh,District_140,2013,436.15,32.8,297.28,326.83,3391141,582.93,568.88,0.0241
West,Gujarat,District_49,2000,1422,23.58,280.13,304.69,1342873,85.76,86.13,-0.0043
North,Uttar Pradesh,District_148,2016,770.12,19.93,348.02,298.43,2284758,308.29,326.26,-0.0581
East,West Bengal,District_134,2000,592.51,36.34,263.67,216.31,1679278,351.57,367.02,-0.0438
South,Kerala,District_53,2022,763.98,26.75,225.21,237.49,3293835,469.97,493.04,-0.049
East,Odisha,District_105,2011,722.64,22.65,230.12,187.36,64334,12.04,20.26,-0.6297
East,West Bengal,District_40,2013,1042.66,9.91,72.22,65.9,1856041,228.53,183.59,0.1958
North,Uttarakhand,District_65,2008,847.55,42.28,274.51,234.86,1051484,189.38,212.38,-0.1208
Central,Chhattisgarh,District_109,2018,1160.1,34.19,344.79,369.75,2838251,129.15,86.41,0.3284
South,Telangana,District_71,2021,962.99,46.39,331.23,332.03,2767878,549.52,522.7,0.0487
South,Kerala,District_53,2013,617.99,27.53,163.47,130.09,1375247,210.08,177.99,0.152
Central,Chhattisgarh,District_143,2015,947.1,35.96,199.05,182.28,1708495,108.38,132.28,-0.2185
South,Tamil Nadu,District_95,2017,912.78,32.22,346.2,344.36,398545,60.74,28.82,0.517
Central,Chhattisgarh,District_124,2008,852.45,46.97,292.91,288.77,653288,42.41,63.43,-0.4841
South,Andhra Pradesh,District_148,2011,610.57,42.78,337.95,291.25,2410968,339.63,339.78,-0.0004
South,Kerala,District_36,2021,878.21,34.38,76.14,96.22,822734,150.75,162.69,-0.0787
East,West Bengal,District_59,2014,515.2,28.91,297.18,271.83,1145249,154.4,177.2,-0.1467
South,Tamil Nadu,District_26,2006,116.23,21.3,337.62,287.98,141259,17.8,15.56,0.1192
North,Haryana,District_103,2010,539.65,46.14,325.33,276.2,157298,7.65,-4.88,1.4485
Central,Chhattisgarh,District_14,2005,1025.41,13.66,272.97,248.07,3141452,181.32,137.86,0.2384
South,Kerala,District_2,2002,1100.27,2.2,66.1,58.83,1876591,250.04,224.28,0.1026
Central,Madhya Pradesh,District_121,2019,789.86,41.15,258.96,253.76,1700978,124.87,95.45,0.2337
East,Jharkhand,District_23,2002,663.48,25.25,86.34,106.03,1526904,132.89,106.54,0.1968
West,Gujarat,District_57,2011,851.17,19.76,110.28,132.41,722597,100.33,76.19,0.2382
East,Bihar,District_10,2023,930.17,41.95,305.44,281.16,1142775,119.79,146.38,-0.2201
South,Kerala,District_103,2019,830.03,9.58,99.79,82.66,2835282,393.14,389.17,0.0101
North,Haryana,District_74,2022,1141.57,6.56,153.02,152.05,2263323,433.37,431.04,0.0054
North,Himachal Pradesh,District_15,2005,667.58,21.26,68.21,42.59,2704480,431.2,449.85,-0.0431
North,Punjab,District_113,2000,946.89,21.27,184.44,137.01,1259930,90.14,62.03,0.3084
West,Rajasthan,District_133,2009,644.71,47.45,89.13,106.68,237143,39.69,39.25,0.0109
West,Rajasthan,District_9,2019,908.5,5.39,216.88,175.49,1294938,108.28,80.26,0.2565
North,Haryana,District_133,2022,983.72,27.38,329.11,324.81,2900089,390.51,361.14,0.075
South,Karnataka,District_44,2021,750.92,43.96,136.4,149.97,2471982,471.18,488.09,-0.0358
West,Maharashtra,District_93,2007,1073.95,5.4,176.06,159.91,1839382,340.62,348.38,-0.0227
North,Uttar Pradesh,District_41,2002,1483.8,3.26,169.25,143.58,2772233,361.59,366.19,-0.0127
West,Gujarat,District_103,2011,935.3,38.34,217.73,177.58,2485319,230.25,201.28,0.1253
South,Kerala,District_104,2018,684.07,11.45,246.35,239.7,1293890,157.33,132.85,0.1546
West,Rajasthan,District_133,2000,1087.21,6.59,174.85,126.19,1732321,119.17,128.33,-0.0763
East,Bihar,District_24,2017,1229.41,38.34,277.36,266.57,1190370,134.26,147.29,-0.0963
South,Andhra Pradesh,District_144,2018,527.18,2.83,226.72,239.73,1385530,199.75,181.24,0.0922
South,Telangana,District_89,2008,866.11,17.91,343.4,304.32,3356280,721.76,746.64,-0.0344
South,Karnataka,District_50,2014,1103.61,22.06,131.31,123.17,2379054,470,485.8,-0.0335
South,Kerala,District_148,2000,783.02,38.68,228.47,208.42,448073,34.18,3.61,0.869
West,Gujarat,District_45,2013,911.76,4.59,80.21,74.96,2598092,360.78,370.31,-0.0263
North,Haryana,District_28,2017,741.95,42.76,238.78,253.86,1954480,197.76,160.26,0.1887
East,Bihar,District_129,2009,788.74,4.39,161.55,182.06,2850857,616.64,586.85,0.0482
East,Odisha,District_30,2016,1129.64,38.43,146.15,142.03,1761176,372.93,344.93,0.0749
West,Gujarat,District_138,2018,769.03,46.76,265.06,223.41,640329,34.44,28.97,0.1545
West,Gujarat,District_114,2012,1063.82,38.48,161.21,154.9,1053525,71.39,76.33,-0.0682
North,Uttarakhand,District_124,2007,1071.25,26.86,125.67,109.33,2463466,395.75,390.99,0.012
East,Odisha,District_118,2021,487.74,15.16,92.93,113.81,81538,6.63,33.96,-3.5801
East,Assam,District_8,2015,1105.51,40.62,238.5,260.43,1922561,409.42,389.15,0.0494
East,West Bengal,District_67,2002,870.52,33.13,68.2,97,2148520,370.86,349.09,0.0585
South,Kerala,District_57,2021,534.79,22.32,327.75,351.92,2268557,334.17,342.08,-0.0236
South,Karnataka,District_81,2013,597.04,20.09,242.17,228.39,3052099,563.29,547.38,0.0282
South,Telangana,District_133,2017,805.17,20.09,60.4,54.67,1530301,161.01,163.63,-0.0162
North,Uttar Pradesh,District_68,2007,854.72,31.07,200.59,222.12,2498587,480.72,471.83,0.0185
South,Andhra Pradesh,District_24,2012,917.75,30.98,186.84,150.99,3031732,470.06,438.5,0.067
East,Odisha,District_20,2017,732.45,4.56,339.97,301.81,438751,81.18,99.06,-0.2176
South,Tamil Nadu,District_122,2010,685.93,16.06,257.06,261.82,2203256,157.78,138.38,0.1222
South,Telangana,District_56,2018,962.99,36.48,136.78,117.08,33226,7.21,-10.42,2.1472
West,Gujarat,District_47,2023,989.82,23.26,202.43,177.83,66712,9.27,14.45,-0.5041
West,Rajasthan,District_128,2023,864.24,6.81,157.47,157.13,3343367,335.63,359.45,-0.0708
West,Rajasthan,District_61,2023,544.37,28.41,138.67,119.47,2700400,193.47,199.28,-0.0299
South,Karnataka,District_68,2006,1349.55,27.42,281.06,307.93,1845662,91.43,57.25,0.3697
South,Karnataka,District_52,2007,1296.71,46.51,86.27,107.2,1141528,67.13,81.43,-0.2098
North,Himachal Pradesh,District_92,2004,907.78,39.37,285.08,272.27,2652023,437.22,443.02,-0.0132
East,West Bengal,District_31,2002,921.77,29.44,337.45,343.49,30064,6.52,5.69,0.1102
North,Punjab,District_2,2017,803.4,39.29,167.71,194.56,1226694,183.9,204.96,-0.1139
West,Maharashtra,District_124,2011,963.57,46.35,82.52,38.12,471435,22.33,46.47,-1.0352
North,Himachal Pradesh,District_81,2015,924.74,31.66,334.04,312.33,723481,157.85,171.8,-0.0879
North,Uttarakhand,District_71,2015,930.16,22.06,144.63,113.42,1478497,266.77,271.34,-0.0171
South,Tamil Nadu,District_131,2008,1143.89,21.4,241.17,200.03,2415834,523.6,500.96,0.0432
South,Kerala,District_57,2018,824.35,25.81,184.97,138.62,2792540,586.32,572.11,0.0242
Central,Madhya Pradesh,District_14,2016,1237,45.7,139.46,129.05,2947776,342.29,322.07,0.0589
East,Jharkhand,District_123,2017,483,2.82,297.84,257.46,3257797,314.37,293.06,0.0676
West,Maharashtra,District_129,2011,789.64,11.03,62.41,14.8,282800,60.49,24.11,0.5917
South,Kerala,District_45,2014,509.28,2.39,246.02,270.56,587735,106.42,127.97,-0.2007
East,West Bengal,District_133,2014,928.86,44.36,337.4,340,474099,89.87,89.2,0.0073
East,Odisha,District_3,2000,906.71,35.25,118,70.14,1682095,165.26,169.67,-0.0265
West,Rajasthan,District_98,2018,782.32,40.98,105.22,72.02,3273536,161.45,122.74,0.2383
East,West Bengal,District_84,2011,1477.37,45.61,125.49,111.72,63838,8.26,8.74,-0.052
North,Himachal Pradesh,District_67,2005,1311.71,24.91,287.15,282.61,240683,37.06,63.29,-0.6894
Central,Chhattisgarh,District_68,2007,876.24,31.22,104.27,67.82,2887040,261.8,228.73,0.1258
West,Gujarat,District_121,2019,864.53,19.76,142.59,99.65,1476721,76.06,52.46,0.3063
East,Odisha,District_94,2005,745.69,27.31,321.25,326.22,3085072,401.48,394.76,0.0167
North,Punjab,District_109,2006,501.07,38.27,190.89,144.21,299487,41.15,-0.91,0.9978
East,Jharkhand,District_96,2011,840.51,7.76,273.99,293.73,53079,5.56,-9.45,2.2867
South,Kerala,District_72,2014,934.99,13.06,275.68,263.44,421080,39.87,29.33,0.2579
South,Tamil Nadu,District_147,2004,561.44,11.11,114.19,98.07,1601282,98.75,119.55,-0.2084
North,Uttarakhand,District_59,2003,437.18,20.84,176.22,191.93,1467015,88.31,75.33,0.1454
West,Gujarat,District_61,2017,1031.46,39.49,166.33,118.1,622748,41.77,36.83,0.1157
East,Jharkhand,District_98,2006,1161.47,24.02,232.15,240.76,1770402,278.53,294.37,-0.0567
Central,Madhya Pradesh,District_39,2015,1040.91,5.02,183.07,211.82,3400071,361.24,363.07,-0.0051
North,Uttar Pradesh,District_46,2013,728.94,26.53,104.57,85.26,994929,143.07,111.1,0.2219
North,Punjab,District_35,2020,791.64,4.04,181.73,174.84,257723,46.57,75.42,-0.6063
North,Haryana,District_137,2023,739.55,9.18,125.64,118.15,286601,56.4,13.65,0.7448
East,Odisha,District_125,2009,1154.87,46.48,291.25,269.77,917562,85.58,97.22,-0.1344
West,Gujarat,District_144,2018,772.5,28.46,235.57,209.13,2273618,173.59,139.15,0.1973
West,Maharashtra,District_102,2003,800.92,34.53,218.35,216.28,673554,72.33,81.92,-0.1308
South,Tamil Nadu,District_16,2006,787.97,5.11,274.26,287.34,2844026,543.78,530.15,0.025
West,Gujarat,District_122,2020,1041.16,17.52,209.71,183.73,933241,59.88,84.32,-0.4014
East,West Bengal,District_116,2023,1335.71,42.32,293.95,322.62,1236743,198.08,175.18,0.1151
East,Odisha,District_67,2011,969.08,46.98,125.2,117.75,2220349,169.32,134.53,0.2043
South,Telangana,District_144,2017,916.41,40.06,185.47,178.02,133833,26.37,8.87,0.6393
West,Gujarat,District_89,2000,556.21,44.75,159.1,151.93,3104146,349.91,378.7,-0.082
East,Jharkhand,District_32,2011,849.99,2.06,238.67,253.55,2082139,441.07,446.09,-0.0114
North,Himachal Pradesh,District_51,2018,909.41,29.13,177.07,175.37,97604,15.53,-8.55,1.457
North,Uttarakhand,District_138,2005,798.31,5.78,183.58,137.92,1610141,138.82,161.25,-0.1604
South,Andhra Pradesh,District_91,2010,839.4,31.07,257.16,235.73,3359403,577.95,576.63,0.0023
North,Haryana,District_125,2023,615.95,49.6,147.72,126.92,795196,123.04,86.94,0.291
East,Assam,District_21,2012,918.69,30.13,285.79,295.9,1940044,312.52,283.7,0.0919
North,Himachal Pradesh,District_74,2014,1095.56,15.69,321.18,340.71,1520933,325.66,294.8,0.0945
Central,Madhya Pradesh,District_43,2020,981.6,7.27,95.31,77.75,713408,75.96,98.56,-0.2936
East,Odisha,District_108,2020,655.24,9.7,84.79,84.28,708983,133.31,147.08,-0.1025
North,Himachal Pradesh,District_147,2012,943.5,14.65,120.47,89.27,2812975,450.24,462.71,-0.0276
East,Bihar,District_21,2005,213.21,6.31,241.41,231.79,3279006,541.64,538.76,0.0053
East,Odisha,District_59,2010,834.82,28.51,221.72,229.53,1331735,191.28,192.41,-0.0058
East,Odisha,District_75,2022,818.49,27.46,233.66,188.8,3338315,224.86,241.8,-0.075
West,Gujarat,District_102,2008,633.88,6.82,274.07,247.58,164360,25.78,49.65,-0.8913
East,Assam,District_93,2023,1285.53,43.26,332.78,346.65,883329,50.69,77.69,-0.5224
North,Uttarakhand,District_134,2014,1113.59,24.99,233.79,257.49,3325290,426.37,454.21,-0.0651
East,Jharkhand,District_43,2005,917.75,36.5,122.45,94.69,525684,47.93,24.33,0.4824
North,Uttar Pradesh,District_33,2023,696.05,29.26,343.34,351.52,744695,162.75,166.85,-0.025
South,Karnataka,District_65,2023,571.65,11.8,261.08,217.72,331575,17.41,43.84,-1.4351
East,Bihar,District_54,2005,812.64,4.93,333.14,295.15,931875,160.73,190.14,-0.1819
South,Kerala,District_27,2003,1301.42,14.78,234.95,211.44,3140983,428.33,388.45,0.0929
East,Bihar,District_122,2017,953.61,7.16,310.07,327.32,2003215,117.28,141.89,-0.2081
West,Maharashtra,District_7,2012,948.66,4.48,157.71,127.45,1745245,117.14,80.9,0.3067
